KATEGORI,PERTANYAAN,JAWABAN,REFERENSI
Bangga Kencana,Apa kriteria seseorang yang dapat ditunjuk menjadi Manajer Pengelolaan?,"Manajer Pengelolaan ditunjuk, ditugaskan dan ditetapkan oleh PD KB Kabupaten dan Kota melalui Surat Keputusan. Manajer Pengelolaan dapat 
berasal dari unsur:  
a. Kepala UPT KB/Koordinator KB; 
b. Penyuluh KB;  
c. Petugas Lapangan KB PNS/ Non PNS; 
d. Petugas Kecamatan/mitra yang terlatih. ",Sumber : Buku Pedoman Pemutakhiran Pendataan Keluarga Tahun 24
Bangga Kencana,Apa yang dimaksud dengan Manajer Data?,"Manajer Data seseorang yang bertugas untuk memastikan proses manajemen data pelaksanaan pemutakhiran pendataan keluarga (pengumpulan, pemeriksaan, 
pengolahan dan pemberian umpan balik) di kecamatan yang menjadi tanggung jawabnya.  Manajer Data ditunjuk oleh Manajer Pengelolaan kemudian ditetapkan oleh PD KB Kabupaten/ Kota melalui Surat Keputusan",Sumber : Buku Pedoman Pemutakhiran Pendataan Keluarga Tahun 24
Bangga Kencana,Apa saja tugas Manajer Data?,"Tugas pokok manajer data adalah sebagai berikut: 
- Melakukan registrasi dan perapihan databasis wilayah; 
- Melakukan registrasi supervisor dan kader pendata Pemutakhiran PK-24 yang ditugaskan sesuai SK Pengorganisasian Pemutakhiran PK-24; 
- Memasukkan target KK per RT dan jumlah target KK maksimal per kecamatan;
- Memasukkan desa berdasarkan metode pendataan yang melekat pada 
user supervisor;
- Membentuk tim pengolah data yang ditetapkan melalui Surat Keputusan PD KB Kabupaten dan Kota dengan mempertimbangkan jumlah pengolah data dengan jumlah data yang diolah serta jangka waktu pelaksanaan Pemutakhiran PK-24 yang ditetapkan;
- Mengkoordinir proses penginputan data yang dilakukan oleh tim pengolah data; 
- Melakukan monitoring data indikator strategis melalui aplikasi berbasis web portal Pemutakhiran PK-24; 
- Memberikan umpan balik kepada supervisor jika ditemukan ketidaksesuaian data untuk dilakukan perbaikan atau kunjungan ulang oleh kader pendata; 
- Melaporkan perkembangan pelaksanaan pengumpulan serta pengolahan data hasil Pemutakhiran PK-24 kepada Manajer Pengelolaan; 
- Memberikan informasi dan solusi terkkait permasalahan penggunaan smartphone dan aplikasi pengolahan data. ",Sumber : Buku Pedoman Pemutakhiran Pendataan Keluarga Tahun 24
Bangga Kencana,Apa kriteria seseorang yang dapat ditunjuk menjadi Manajer Data?,"Kriteria seseorang yang dapat ditunjuk menjadi Manajer Data adalah menguasai kemampuan manajerial, menguasai Teknologi Informasi (IT) dan 
diutamakan menguasai dasar-dasar analisis.  Manajer Data dapat berasal 
dari unsur:
a. Kepala UPT KB/Koordinator KB; 
b. Penyuluh KB;  
c. Petugas Lapangan KB PNS/ Non PNS; 
d. Petugas Kecamatan/mitra yang terlatih;

Manajer Data menunjuk dan mengkoordinir Tim Pengolah Data. Tim Pengolah data ditetapkan dengan SK PD KB Kabupaten dan Kota dengan kriteria menguasai Teknologi Informasi (IT) dan diutamakan menguasai dasar-dasar aplikasi office atau aplikasi sejenis. ",Sumber : Buku Pedoman Pemutakhiran Pendataan Keluarga Tahun 24
Bangga Kencana,Apa yang dimaksud dengan Supervisor?,"Supervisor adalah seseorang pengorganisasian, yang menjalankan fungsi pengelolaan, pembinaan dan pengawasan terhadap kader pendata pemutakhiran PK24 serta memastikan data yang terkumpul di tingkat desa/kelurahan telah benar dan lengkap.",Sumber : Buku Pedoman Pemutakhiran Pendataan Keluarga Tahun 24
Bangga Kencana,Apa saja tugas Supervisor?,"Supervisor ditunjuk oleh Manajer Pengelolaan tingkat Kecamatan dan ditetapkan dengan SK PD KB Kabupaten dan Kota yang dapat berasal dari unsur: 
a. Pejabat Fungsional Penyuluh KB; 
b. Petugas Lapangan KB PNS/NON PNS; 
c. Pembantu Pembina KB Desa/Kelurahan (PPKBD); 
d. Petugas Desa/Kelurahan yang terlatih; atau 
e. Mitra Kerja terkait lainnya.",Sumber : Buku Pedoman Pemutakhiran Pendataan Keluarga Tahun 24
Bangga Kencana,Apa kriteria seseorang yang dapat ditunjuk menjadi Supervisor?,"Tugas pokok supervisor adalah sebagai berikut: 
- Melakukan pengorganisasian dan pengelolaan pelaksanaan Pemutakhiran PK-24 di desa/kelurahan 
- Memverifikasi dan memvalidasi formulir terisi hasil Pemutakhiran PK-24 oleh kader; 
- Melakukan receiving (penerimaan) dan batching (pengelompokan formulir berdasarkan satuan wilayah terkecil); 
- Melakukan pelaporan perkembangan pelaksanaan Pemutakhiran PK-24 di desa/kelurahan yang menjadi wilayahnya kepada manajer pengelolaan dan manajer data tingkat kecamatan; 
- Bagi desa/kelurahan formulir, menginput rekap RT ke dalam Portal Pemutakhiran PK-24.",Sumber : Buku Pedoman Pemutakhiran Pendataan Keluarga Tahun 24
Bangga Kencana,Apa yang dimaksud dengan Kader Pendata?,Kader Pendata adalah orang atau kumpulan orang yang sukarela berperan aktif melaksanakan/mengelola Program Bangga Kencana dalam hal ini pelaksanaan Pemutakhiran Pendataan Keluarga Tahun 2024 dan telah ditetapkan dengan SK PD KB Kabupaten dan Kota.,Sumber : Buku Pedoman Pemutakhiran Pendataan Keluarga Tahun 24
Bangga Kencana,Apa saja tugas Kader Pendata?,"Tugas pokok Kader Pendata adalah sebagai berikut:
- Mempelajari buku Pedoman Pemutakhiran PK-24;
- Mengikuti orientasi;
- Melakukan persiapan bersama supervisor dengan membuat list keluarga yang didata untuk memastikan dan verifikasi lokasi keluarga sasaran 
Pemutakhiran PK-24 berada pada desa wilayah kader;
- Melakukan kunjungan rumah ke rumah untuk wawancara keluarga 
sasaran;
- Memastikan semua pertanyaan yang ada dalam formulir atau aplikasi 
Pemutakhiran PK-24 sudah diajukan dan terisi jawabannya;
- Memaksimalkan waktu pengumpulan data Pemutakhiran PK-24 agar 
seluruh sampel keluarga sasaran dapat terdata tepat waktu;
- Melakukan pelaporan seluruh hasil Pemutakhiran PK-24 kepada supervisor, bagi yang mendata dengan formulir sertakan seluruh bunder hasil Pemutakhiran PK-24.",Sumber : Buku Pedoman Pemutakhiran Pendataan Keluarga Tahun 24
Bangga Kencana,Apa kriteria seseorang yang dapat ditunjuk menjadi Kader Pendata?,"Kader pendata berada di tingkat dusun/RW/setara atau RT/ setara, dengan kriteria : 
a. Diutamakan SLTA; 
b. Mengenal dan dikenal masyarakat; 
c. Mampu berkomunikasi dengan baik; 
d. Menguasai wilayah kerja; 
e. Memahami tata cara pencatatan pendataan keluarga; 
f. Bagi kader yang melaksanakan pemutakhiran menggunakan perangkat smartphone diharuskan memiliki smartphone, dan mampu mengoperasionalkan aplikasi Pemutakhiran PK-24 berbasis android pada perangkat smartphone yang digunakan.",Sumber : Buku Pedoman Pemutakhiran Pendataan Keluarga Tahun 24
Bangga Kencana,Apa saja Sarana dan Prasarana Pemutakhiran PK-24?,"a. Paket Pemutakhiran PK-24 Kit untuk wilayah smartphone terdiri dari:
- Name tag
- tali name tag
- formulir listing

b. Paket Pemutakhiran PK-24 Kit untuk wilayah formulir (paper based) terdiri dari:
- Name tag
- tali name tag
- Formulir F/I/Pemutakhiran-PK/24 dengan Data (Disesuaikan dengan pagu anggaran masing-masing provinsi)
- Formulir F/I/Pemutakhiran-PK/24 tanpa Data
- Formulir Listing 
- Formulir Rekapitulasi RT/Rek. RT
- Formulir Rekapitulasi Desa/Rek. Desa

c. Buku Pedoman dan Panduan Teknis Pemutakhiran PK-24

d. Formulir F/I/Pemutakhiran-PK/24 

e. Formulir Pengukuran Perkembangan Anak Usia Dini atau Early Childhood Development Index (ECDI) pada Pemutakhiran PK-24

f. Telepon pintar (smartphone) 

g. Rekapitulasi Hasil Pemutakhiran Pendataan Keluarga  ",Sumber : Buku Pedoman Pemutakhiran Pendataan Keluarga Tahun 24
Bangga Kencana,Apakah yang dimaksud dengan Aplikasi Elsimil SIGA?,"Aplikasi Elsimil merupakan aplikasi yang digunakan untuk deteksi faktor risiko stunting yang digunakan dalam pendampingan kepada Calon Pengantin (Catin), Ibu Hamil, Ibu Pascapersalinan dan Balita (0-59 Bulan).",Modul 5 Aplikasi Elsimil
Bangga Kencana,"Apakah Aplikasi Elsimil SIGA dapat digunakan untuk semua sasaran (Catin, Ibu Hamil, Ibu Pascapersalinan, dan Balita 0-59 bullan)?",Bisa,Modul 5 Aplikasi Elsimil
Bangga Kencana,Siapa yang akan mendampingi setiap sasaran dalam penggunaan Aplikasi Elsimil SIGA?,Setiap saran akan mendapatkan pendampingan dari Tim Pendamping Keluarga (TPK) yang berada di Desa/Kelurahan yang sama dengan wilayah domisili sasaran.,Modul 5 Aplikasi Elsimil
Bangga Kencana,Apakah basis data Elsimil?,Elsimil memanfaatkan basis data Hasil Verifikasi dan Validasi Keluarga Berisiko Stunting (Verval KRS),Modul 5 Aplikasi Elsimil
Bangga Kencana,Bagaimana langkah-langkah Catin Mandiri mengunduh sertifikat SIAP NIKAH?,"i. Catin mengunduh Aplikasi Elsimil Calon Pengantin dari Playstore 
ii. Catin secara mandiri mengisi variabel skrining kesehatan 
iii. Catin secara mandiri mengunduh sertifikat SIAP NIKAH",Modul 5 Aplikasi Elsimil
Bangga Kencana,Bagaimana langkah-langkah Catin Mandiri mengunduh sertifikat SIAP NIKAH?,"- TPK mengunduh Aplikasi Elsimil SIGA dari Playstore 
- TPK melakukan pendampingan kepada sasaran Catin, Ibu Hamil, Ibu Pascapersalinan, Balita 0-59 bulan yang dicatat melalui Aplikasi Elsimil 
- Petugas Pendamping yang terdiri dari TPKKB, TPK PKK, dan Bidan/Tenaga Kesehatan 
- TPK bertugas mendampingi dan mencatat data pendampingan melalui aplikasi Elsimil SIGA",Modul 5 Aplikasi Elsimil
Bangga Kencana,Apa arti notifikasi hijau dan merah pada aplikasi Elsimil SIGA?,"Setelah Catin dan TPK melakukan input data ke dalam sistem Elsimil SIGA, selanjutnya sistem akan melakukan analisis secara otomatis terhadap hasil pemeriksaan tersebut. 
Apabila angka hasil pemeriksaan berada di kategori 'normal/ideal', maka aplikasi Elsimil SIGA akan memberikan notifikasi Hijau atau Sehat. Namun apabila ada indikator atau variabel  yang hasilnya  'diluar angka normal/Tidak Ideal"", maka akan muncul notofikasi Merah atau Beresiko. 
Sehingga sasaran maupun Petugas Pendamping bisa mengetahui adanya risiko stunting lebih dini dan melakukan langkah-langkah untuk mencegahnya.",Modul 5 Aplikasi Elsimil
Bangga Kencana,Bagaimana cara unduh Aplikasi Elsimil V3?,https://play.google.com/store/apps/details?id=com.bkkbn.elsimilsiga&hl=id,https://helpdesk.bkkbndiy.id/faq-aplikasi-elsimil-2025/
Bangga Kencana,Bagaimana cara mendapatkan user Elsimil bagi TPK?,Hubungi PKB/PLKB/Balai Penyuluh KB Kapanewon/Kemantren/Kecamatan,https://helpdesk.bkkbndiy.id/faq-aplikasi-elsimil-2025/
Bangga Kencana,Bagaimana jika wilayah kerja elsimil TPK tidak sesuai/ada yang tidak muncul?,"Cek juga K/0 TPK di SIGA, jika wilayahnya ada di TPK lain, hapus dulu wilayah tersebut dari TPK saat ini baru ditambahkan ke TPK yang sesuai.",https://helpdesk.bkkbndiy.id/faq-aplikasi-elsimil-2025/
Bangga Kencana,Apa itu iBangga?,"iBangga adalah suatu pengukuran kualitas keluarga yang ditunjukkan melalui ketentraman, kemandirian dan kebahagiaan keluarga dan menggambarkan peran dan fungsi keluarga utuk semua wilayah di Indonesia. iBangga merupakan indikator penting untuk mengukur keberhasilan dalam upaya membangun kualitas keluarga","Buku Saku Pengenalan Indeks Pembangunan Keluarga, Tahun 2020"
Bangga Kencana,Apa manfaat iBangga?,"Manfaat iBangga adalah
 1. iBangga merupakan data strategis sebagai ukuran kinerja Pemerintah
 2. iBangga dapat menjadi dasar bagi para pemangku kepentingan dan pengambil kebijakan dalam merumuskan kebijakan/ program kegiatan
 3. iBangga dapat menentukan peringkat atau level pembangunan keluarga suatu wilayah","Buku Saku Pengenalan Indeks Pembangunan Keluarga, Tahun 2020"
Bangga Kencana,Apa saja dimensi iBangga?,"Dimensi iBangga ada 3 yaitu:
 1. Dimensi kententraman, yaitu kondisi keluarga yang di dalamnya memiliki rasa aman, tenang, baik hati maupun pikiran dalam kehidupan berkeluarga
 2. Dimensi kemandirian, yaitu kemampuan keluarga untuk bertindak sesuai dengan keadaan dan mampu memenuhi kebutuhan hidup tanpa meminta atau bergantung pada keluarga lain
 3. Dimensi kebahagiaan, yaitu kondisi keluarga yang di dalamnya terdapat unsur kasih saying, menerima kondisi keluarga dan lingkungannya serta mampu mengaktualisasi diri","Buku Saku Pengenalan Indeks Pembangunan Keluarga, Tahun 2020"
Bangga Kencana,Apa saja indikator dimensi ketentraman?,"Dimensi ketentraman terdapat 4 indikator yaitu kegiatan ibadah, legalitas keluarga, jaminan kesehatan, dan keharmonisan keluarga","Buku Saku Pengenalan Indeks Pembangunan Keluarga, Tahun 2020"
Bangga Kencana,Apa saja indikator dimensi kemandirian?,"Dimensi kemandirian terdapat 5 indikator yaitu pemenuhan kebutuhan dasar, jaminan keuangan, keberlangsungan pendidikan, kesehatan keluarga, dan akses media online/daring","Buku Saku Pengenalan Indeks Pembangunan Keluarga, Tahun 2020"
Bangga Kencana,Apa saja indikator dimensi kebahagiaan?,Dimensi kebahagiaan terdapat 2 indikator yaitu interaksi keluarga dan interaksi sosial,"Buku Saku Pengenalan Indeks Pembangunan Keluarga, Tahun 2020"
Bangga Kencana,Apa saja 8 fungsi keluarga?,"8 fungsi keluarga meliputi:
1. Fungsi agama
2. Fungsi sosial budaya
3. Fungsi cinta kasih
4. Fungsi perlindungan
5. Fungsi reproduksi
6. Fungsi sosialisasi Pendidikan
7. Fungsi ekonomi
8. Fungsi pembinaan lingkungan",Peraturan Badan Kependudukan dan Keluarga Berencana Nasional RI Nomor 3 Tahun 2022 Tentang Pengukuran Keberhasilan Pembangunan Keluarga Melalui Indeks Pembangunan Keluarga
Bangga Kencana,Penyelenggaraan pembangunan keluarga dapat dilaksanakan melalui kelompok kegiatan apa saja?,"1. BKB
2. BKR
3. PIK R
4. BKL
5. PPKS
6. Kelompok UPPKA",Peraturan Badan Kependudukan dan Keluarga Berencana Nasional RI Nomor 3 Tahun 2022 Tentang Pengukuran Keberhasilan Pembangunan Keluarga Melalui Indeks Pembangunan Keluarga
Bangga Kencana,Apa yang dimaksud dengan Demografi ?,"Studi ilmiah tentang populasi manusia
 (penduduk), termasuk jumlah, persebaran, komposisi, dan
 faktor-faktor yang menentukan perubahan dalam jumlah,
 persebaran, dan komposisinya. Jadi, demografi fokus pada lima
 aspek dari penduduk: (1) jumlah, (2) distribusi, (3) komposisi, (4)
 komponen utama pertumbuhan penduduk (fertilitas, mortalitas,
 dan migrasi), dan (5) determinan dan konsekuensi dari
 perubahan penduduk.",Modul Diklat TOT Pelatihan Teknis Demografi Terapan bagi Fasilitator Provinsi: Konsep Dasar Demografi
Bangga Kencana,Apa yang dimaksud dengan Data Kependudukan?,"Infromasi berupa angka karakteristik penduduka suatu populasi yang terdiri dari jumlah, pertumbuhan, distribusi umur, distribusi jenis kelamin, tingkat kelahiran, tingkat kematian, dan tingkat migrasi penduduk serta kondisi sosial, ekonomi, budaya, lingkungan, politik, hukum, keamanan, dan lain-lain",Modul Diklat TOT Pelatihan Teknis Demografi Terapan bagi Fasilitator Provinsi: Konsep Dasar Demografi
Bangga Kencana,Apa tujuan utama program Sensus Penduduk (SP) 2020 di Indonesia?,"Tujuannya adalah menyediakan data jumlah, komposisi, distribusi, dan karakteristik penduduk menuju satu data kependudukan Indonesia dengan memanfaatkan data administrasi kependudukan dan metode kombinasi (CAWI, CAPI, PAPI).",Modul Diklat TOT Pelatihan Teknis Demografi Terapan bagi Fasilitator Provinsi: Konsep Dasar Demografi
Bangga Kencana,Kapan Indonesia pertama kali melaksanakan Sensus Penduduk setelah kemerdekaan?,"Tahun 1961. Hingga 2020, Indonesia telah melaksanakan 7 kali Sensus Penduduk (1961, 1971, 1980, 1990, 2000, 2010, 2020).",Modul Diklat TOT Pelatihan Teknis Demografi Terapan bagi Fasilitator Provinsi: Konsep Dasar Demografi
Bangga Kencana,Kapan Indonesia pertama kali melaksanakan Sensus Penduduk setelah kemerdekaan?,"Tahun 1961. Hingga 2020, Indonesia telah melaksanakan 7 kali Sensus Penduduk (1961, 1971, 1980, 1990, 2000, 2010, 2020).",Modul Diklat TOT Pelatihan Teknis Demografi Terapan bagi Fasilitator Provinsi: Konsep Dasar Demografi
Bangga Kencana,Bagaimana metode kombinasi yang digunakan dalam Sensus Penduduk 2020?,"CAWI (Computer Aided Web Interviewing) untuk penduduk dengan akses internet.
 
 CAPI (Computer-Assisted Personal Interviewing) menggunakan gadget petugas.
 
 PAPI (Paper and Pencil Interviewing) untuk wilayah terpencil.",Modul Diklat TOT Pelatihan Teknis Demografi Terapan bagi Fasilitator Provinsi: Konsep Dasar Demografi
Bangga Kencana,Apa yang dimaksud dengan Survei Penduduk?,Survei penduduk adlah pengumpulan data yang dilakukan melalui pencacahan sebagian dari penduduk (sampel) untuk memperoleh data kependudukan yang lebih terperinci pada waktu tertentu,Modul Diklat TOT Pelatihan Teknis Demografi Terapan bagi Fasilitator Provinsi: Konsep Dasar Demografi
Bangga Kencana,Apa keunggulan dan keterbatasan survei penduduk?,Keunggulan survei ialah informasi kependudukan yang dikumpulkan lebih terperinci dan terkini. Keterbatasannya ialah informasi dikumpulkan dari sebagian penduduk (sampel) sehingga terdapat kemungkinan terjadi kesalahan dalam pemilihan sampel (sampling errors).,Modul Diklat TOT Pelatihan Teknis Demografi Terapan bagi Fasilitator Provinsi: Konsep Dasar Demografi
Bangga Kencana,Kapan Survei Penduduk Antar Sensus (SUPAS) dilaksanakan?,SUPAS dilaksanakan setipa lima tahun sekali setelah Survei Penduduk terakhir untuk menghasilkan data kependudukan antara dua Survei Penduduk.,Modul Diklat TOT Pelatihan Teknis Demografi Terapan bagi Fasilitator Provinsi: Konsep Dasar Demografi
Bangga Kencana,Apa yang dimaksud dengan fertilitas dan fekunditas?,"Fertilitas adalah kemampuan menghasilkan keturunan yang dikaitkan dengan kesuburan wanita, sedangkan fekunditas adalah potensi fisik seorang perempuan untuk melahirkan anak.",Modul Diklat TOT Pelatihan Teknis Demografi Terapan bagi Fasilitator Provinsi: Konsep dan Ukuran Fertilitas
Bangga Kencana,Apa yang dimaksud kelahiran hidup (live birth) dan kelahiran mati (still birth)?,"Live birth adalah kelahiran seorang bayi tanpa memperhitungkan lamanya di dalam kandungan, dimana si bayi menunjukkan tanda-tanda kehidupan pada saat dilahirkan yaitu bernafas, ada denyut jantung, atau ada gerakan-gerakan otot. Sedangkan still birth adalah kelahiran seorang bayi dari kandungan yang sudah berumur paling sedikit 28 minggu tanpa menunjukkan tanda-tanda kehidupan saat dilahirkan.",Modul Diklat TOT Pelatihan Teknis Demografi Terapan bagi Fasilitator Provinsi: Konsep dan Ukuran Fertilitas
Bangga Kencana,Apa yang dimaksud dengan masa reproduksi?,Masa reproduksi adalah periode dimana seorang perempuan memiliki potensi untuk menghasilkan keturunan yang berawal dari sejak mendapatkan haid pertama (menarche) dan berakhir pada saat berhenti haid (menopause),Modul Diklat TOT Pelatihan Teknis Demografi Terapan bagi Fasilitator Provinsi: Konsep dan Ukuran Fertilitas
Bangga Kencana,Apa itu angka reproduksi?,Angka reproduksi merupakan ukuran yang berkenaan dengan kemampuan seorang perempuan untuk menggantikan dirinya,Modul Diklat TOT Pelatihan Teknis Demografi Terapan bagi Fasilitator Provinsi: Konsep dan Ukuran Fertilitas
Bangga Kencana,Apa itu mortalitas (kematian)?,Mortalitas adalah keadaan menghilangnya semua tanda-tanda kehidupan secara permanen yang bisa terjadi setiap saat setelah kelahiran hidup.,Modul Diklat TOT Pelatihan Teknis Demografi Terapan bagi Fasilitator Provinsi: Konsep dan Ukuran Mortalitas
